,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,clean_city,land_value,property_value
589,06,08478,02582951,0608478,Brookdale,Brookdale CDP,brookdale,274279.5080943491,650369.5921630932
590,06,07525,02407885,0607525,Bootjack,Bootjack CDP,bootjack,,
591,06,07568,02407886,0607568,Boron,Boron CDP,boron,,
592,06,07578,02407887,0607578,Boronda,Boronda CDP,boronda,183795.06508798205,460486.3463221322
593,06,07974,02407899,0607974,Bradley,Bradley CDP,bradley,,
594,06,07694,02582949,0607694,Boulevard,Boulevard CDP,boulevard,,
595,06,08172,02407902,0608172,Bret Harte,Bret Harte CDP,bret harte,56485.773481104516,244760.51018827164
596,06,08240,02582950,0608240,Bridgeport,Bridgeport CDP,bridgeport,,
597,06,08680,02586444,0608680,Buckhorn,Buckhorn CDP,buckhorn,42191.839977965305,280727.8461266457
598,06,08716,02582952,0608716,Buck Meadows,Buck Meadows CDP,buck meadows,,
599,06,08828,02582953,0608828,Buena Vista,Buena Vista CDP,buena vista,33000.0,278500.0
600,06,08968,02407924,0608968,Burbank,Burbank CDP,burbank,564286.2578061615,1048988.2295630747
601,06,09318,02612474,0609318,Butte Meadows,Butte Meadows CDP,butte meadows,85700.0,338800.0
602,06,09324,02612475,0609324,Butte Valley,Butte Valley CDP,butte valley,43719.93834604869,259051.94686467314
603,06,09332,02407932,0609332,Buttonwillow,Buttonwillow CDP,buttonwillow,28300.0,211300.0
604,06,09822,02585404,0609822,California Hot Springs,California Hot Springs CDP,california hot springs,34900.0,209599.99999999997
605,06,09834,02582955,0609834,California Pines,California Pines CDP,california pines,,
606,06,10004,02582957,0610004,Calpine,Calpine CDP,calpine,,
607,06,10042,02582959,0610042,Camanche North Shore,Camanche North Shore CDP,camanche north shore,33000.0,278500.0
608,06,10044,02582960,0610044,Camanche Village,Camanche Village CDP,camanche village,33000.0,278500.0
609,06,10074,02407941,0610074,Cambria,Cambria CDP,cambria,343600.8823358231,731453.2994188662
610,06,10088,02407942,0610088,Cambrian Park,Cambrian Park CDP,cambrian park,812739.1936489107,1238584.9251358826
611,06,10256,02407944,0610256,Cameron Park,Cameron Park CDP,cameron park,96849.603095856,395095.34678698785
612,06,10270,02582961,0610270,Camino,Camino CDP,camino,64002.86838784566,335181.8296344835
613,06,10494,02585405,0610494,Camp Nelson,Camp Nelson CDP,camp nelson,34900.0,209600.0
614,06,10559,02407946,0610559,Camp Pendleton North,Camp Pendleton North CDP,camp pendleton north,,
615,06,10561,02407947,0610561,Camp Pendleton South,Camp Pendleton South CDP,camp pendleton south,,
616,06,10676,02628715,0610676,Camptonville,Camptonville CDP,camptonville,,
617,06,10732,02582963,0610732,Canby,Canby CDP,canby,,
618,06,10914,02407959,0610914,Canyondam,Canyondam CDP,canyondam,91300.00000000001,373000.0
619,06,11166,02407962,0611166,Caribou,Caribou CDP,caribou,,
620,06,11324,02407966,0611324,Carmel Valley Village,Carmel Valley Village CDP,carmel valley village,485900.0,843400.0
621,06,11390,02407967,0611390,Carmichael,Carmichael CDP,carmichael,139980.09194232072,396050.2979688067
622,06,11418,02628716,0611418,Carnelian Bay,Carnelian Bay CDP,carnelian bay,,
623,06,11600,02407973,0611600,Cartago,Cartago CDP,cartago,,
624,06,11691,02407979,0611691,Casa de Oro-Mount Helix,Casa de Oro-Mount Helix CDP,casa de oro-mount helix,233591.08524967564,549885.2867221769
625,06,11782,02611427,0611782,Cassel,Cassel CDP,cassel,,
626,06,11796,02582966,0611796,Castaic,Castaic CDP,castaic,209255.39833365835,484024.4966937907
627,06,11964,02407987,0611964,Castro Valley,Castro Valley CDP,castro valley,374476.06097516656,796035.3544608883
628,06,11978,02407988,0611978,Castroville,Castroville CDP,castroville,146100.0,444500.0
629,06,12062,02582968,0612062,Catheys Valley,Catheys Valley CDP,catheys valley,,
630,06,12132,02407994,0612132,Cayucos,Cayucos CDP,cayucos,568600.0,1045999.9999999999
631,06,12300,02582970,0612300,Cedar Ridge,Cedar Ridge CDP,cedar ridge,42809.43693188706,298168.0055646339
632,06,12314,02585406,0612314,Cedar Slope,Cedar Slope CDP,cedar slope,34900.0,209600.0
633,06,12328,02582971,0612328,Cedarville,Cedarville CDP,cedarville,,
634,06,12412,02582972,0612412,Centerville,Centerville CDP,centerville,46600.0,222600.0
635,06,12594,02582973,0612594,Chalfant,Chalfant CDP,chalfant,,
636,06,12612,02408008,0612612,Challenge-Brownsville,Challenge-Brownsville CDP,challenge-brownsville,,
637,06,12734,02408014,0612734,Charter Oak,Charter Oak CDP,charter oak,289439.72073843045,578325.2266869139
638,06,12818,02612476,0612818,Cherokee,Cherokee CDP,cherokee,35800.0,225100.0
639,06,12860,02629760,0612860,Cherokee Strip,Cherokee Strip CDP,cherokee strip,,
640,06,12902,02408020,0612902,Cherryland,Cherryland CDP,cherryland,272431.9406036838,688898.1969469634
641,06,12930,02408021,0612930,Chester,Chester CDP,chester,30300.0,220500.0
642,06,13364,02407612,0613364,Chualar,Chualar CDP,chualar,109200.0,381500.0
643,06,13910,02611428,0613910,Clear Creek,Clear Creek CDP,clear creek,,
644,06,13966,02407631,0613966,Clearlake Oaks,Clearlake Oaks CDP,clearlake oaks,,
645,06,13985,02582976,0613985,Clearlake Riviera,Clearlake Riviera CDP,clearlake riviera,,
646,06,14008,02628718,0614008,Cleone,Cleone CDP,cleone,,
647,06,14288,02628719,0614288,Coarsegold,Coarsegold CDP,coarsegold,35300.0,203800.0
648,06,14302,02407643,0614302,Cobb,Cobb CDP,cobb,,
649,06,14406,02582977,0614406,Coffee Creek,Coffee Creek CDP,coffee creek,,
650,06,14484,02582978,0614484,Coleville,Coleville CDP,coleville,,
651,06,14708,02582980,0614708,Collierville,Collierville CDP,collierville,106500.0,344200.0
652,06,14764,02582981,0614764,Coloma,Coloma CDP,coloma,47300.00000000001,292800.0
653,06,16210,02407658,0616210,Copperopolis,Copperopolis CDP,copperopolis,58600.00000000001,323900.0
654,06,16420,02582983,0616420,Coronita,Coronita CDP,coronita,223612.16684287004,474037.40798395197
655,06,16434,02407664,0616434,Corralitos,Corralitos CDP,corralitos,288700.0,689300.0
656,06,16644,02582984,0616644,Coulterville,Coulterville CDP,coulterville,,
657,06,16651,02407672,0616651,Country Club,Country Club CDP,country club,81966.48417851496,275976.15876107465
658,06,17078,02582986,0617078,Cressey,Cressey CDP,cressey,39600.0,211000.0
659,06,17106,02407680,0617106,Crest,Crest CDP,crest,149900.0,446600.0
660,06,17162,02407681,0617162,Crestline,Crestline CDP,crestline,49600.69437897265,255895.67051400867
661,06,17372,02582987,0617372,Crowley Lake,Crowley Lake CDP,crowley lake,,
662,06,17428,02582988,0617428,Crows Landing,Crows Landing CDP,crows landing,59900.0,255100.0
663,06,17722,02408637,0617722,Cutten,Cutten CDP,cutten,,
664,06,18030,02408642,0618030,Darwin,Darwin CDP,darwin,,
665,06,18086,02582991,0618086,Davenport,Davenport CDP,davenport,288400.0,704000.0
666,06,18153,02408643,0618153,Day Valley,Day Valley CDP,day valley,340292.116749244,764869.5623025318
667,06,18324,02408647,0618324,Deer Park,Deer Park CDP,deer park,234600.00000000003,641900.0
668,06,18590,02408650,0618590,Del Monte Forest,Del Monte Forest CDP,del monte forest,940918.3757325071,1329484.9669948595
669,06,19155,02582995,0619155,Diablo Grande,Diablo Grande CDP,diablo grande,67368.061826682,264061.6741920184
670,06,19220,02408669,0619220,Diamond Springs,Diamond Springs CDP,diamond springs,65173.06013738086,350172.6331003163
671,06,19262,02408671,0619262,Dillon Beach,Dillon Beach CDP,dillon beach,321800.0,943700.0
672,06,19406,02408675,0619406,Dixon Lane-Meadow Creek,Dixon Lane-Meadow Creek CDP,dixon lane-meadow creek,,
673,06,19440,02582997,0619440,Dogtown,Dogtown CDP,dogtown,,
674,06,19455,02408680,0619455,Dollar Point,Dollar Point CDP,dollar point,,
675,06,19570,02408683,0619570,Dorrington,Dorrington CDP,dorrington,38900.0,309500.0
676,06,19724,02582999,0619724,Douglas City,Douglas City CDP,douglas city,,
677,06,19794,02583000,0619794,Downieville,Downieville CDP,downieville,,
678,06,19878,02583001,0619878,Doyle,Doyle CDP,doyle,,
679,06,19976,02583002,0619976,Drytown,Drytown CDP,drytown,46700.0,303000.0
680,06,20228,02583003,0620228,Dunnigan,Dunnigan CDP,dunnigan,58099.99999999999,269400.0
681,06,20298,02628726,0620298,Dutch Flat,Dutch Flat CDP,dutch flat,41800.0,267200.0
682,06,20598,02408705,0620598,East Foothills,East Foothills CDP,east foothills,421243.7858925145,815672.1073849214
683,06,20697,02408708,0620697,East Hemet,East Hemet CDP,east hemet,48964.8409329781,248906.48650093982
684,06,20802,02408711,0620802,East Los Angeles,East Los Angeles CDP,east los angeles,243540.40960119854,583424.0799356949
685,06,20984,02408716,0620984,East Pasadena,East Pasadena CDP,east pasadena,779713.9261604231,1015921.626252313
686,06,21096,02408037,0621096,East San Gabriel,East San Gabriel CDP,east san gabriel,699722.3119295387,921662.7607833073
687,06,21292,02408710,0621292,East Whittier,East Whittier CDP,east whittier,350672.23095442343,630912.7687745098
688,06,21558,02629761,0621558,Edmundson Acres,Edmundson Acres CDP,edmundson acres,,
689,06,21880,02408055,0621880,El Dorado Hills,El Dorado Hills CDP,el dorado hills,131364.56614298455,427558.8078644963
690,06,21894,02408072,0621894,Eldridge,Eldridge CDP,eldridge,276532.8738219855,733564.567420272
691,06,21936,02408056,0621936,El Granada,El Granada CDP,el granada,611200.0,1077700.0
692,06,21964,02583006,0621964,Elizabeth Lake,Elizabeth Lake CDP,elizabeth lake,80318.46538648248,309801.2061798054
693,06,22006,02628728,0622006,Elk Creek,Elk Creek CDP,elk creek,,
694,06,22034,02408075,0622034,Elkhorn,Elkhorn CDP,elkhorn,179395.590729547,490031.14262599096
695,06,22510,02408064,0622510,El Verano,El Verano CDP,el verano,276431.28841823904,708688.1771474335
696,06,22524,02583010,0622524,Elverta,Elverta CDP,elverta,73237.63738219801,311497.37773440673
697,06,22587,02408080,0622587,Emerald Lake Hills,Emerald Lake Hills CDP,emerald lake hills,1070750.2239465243,1547136.3983914035
698,06,23150,02408101,0623150,Fairbanks Ranch,Fairbanks Ranch CDP,fairbanks ranch,755500.0,1148800.0
699,06,23210,02583011,0623210,Fairmead,Fairmead CDP,fairmead,37900.0,208299.99999999997
700,06,23350,02408104,0623350,Fairview,Fairview CDP,fairview,292703.1345012784,673697.4717660052
701,06,23462,02408113,0623462,Fallbrook,Fallbrook CDP,fallbrook,148058.05016651424,436389.47146606905
702,06,23532,02408112,0623532,Fall River Mills,Fall River Mills CDP,fall river mills,,
703,06,09346,02407934,0609346,Byron,Byron CDP,byron,,
704,06,14232,02407641,0614232,Clyde,Clyde CDP,clyde,138900.0,491300.00000000006
705,06,17274,02407683,0617274,Crockett,Crockett CDP,crockett,171589.67038684647,533248.4370383671
706,06,09353,02407935,0609353,Bystrom,Bystrom CDP,bystrom,56600.0,255700.0
707,06,09360,02407936,0609360,Cabazon,Cabazon CDP,cabazon,29400.000000000004,190700.0
708,06,12916,02408019,0612916,Cherry Valley,Cherry Valley CDP,cherry valley,58702.14337587086,295040.9328671496
709,06,09948,02582956,0609948,Callender,Callender CDP,callender,246800.0,598200.0
710,06,09990,02628714,0609990,Calpella,Calpella CDP,calpella,,
711,06,11768,02628717,0611768,Caspar,Caspar CDP,caspar,,
712,06,15030,02628722,0615030,Comptche,Comptche CDP,comptche,,
713,06,10032,02582958,0610032,Calwa,Calwa CDP,calwa,41600.0,201400.0
714,06,10301,02583160,0610301,Camino Tassajara,Camino Tassajara CDP,camino tassajara,504104.5157297582,926312.1084878263
715,06,11915,02582967,0611915,Castle Hill,Castle Hill CDP,castle hill,547500.0,992400.0
716,06,10508,02582962,0610508,Campo,Campo CDP,campo,,
717,06,18940,02582992,0618940,Descanso,Descanso CDP,descanso,,
718,06,10816,02407954,0610816,Cantua Creek,Cantua Creek CDP,cantua creek,,
719,06,11614,02407976,0611614,Caruthers,Caruthers CDP,caruthers,,
720,06,11376,02582964,0611376,Carmet,Carmet CDP,carmet,229400.0,686900.0
721,06,11481,02407970,0611481,Carrick,Carrick CDP,carrick,11400.0,194400.0
722,06,21530,02408045,0621530,Edgewood,Edgewood CDP,edgewood,11400.0,194400.0
723,06,11656,02407978,0611656,Casa Conejo,Casa Conejo CDP,casa conejo,303600.0,642300.0
724,06,12669,02408010,0612669,Channel Islands Beach,Channel Islands Beach CDP,channel islands beach,937199.9999999999,1189900.0
725,06,11754,02582965,0611754,Casmalia,Casmalia CDP,casmalia,89770.82221844616,377969.4099886771
726,06,17727,02582989,0617727,Cuyama,Cuyama CDP,cuyama,,
727,06,12146,02582969,0612146,Cazadero,Cazadero CDP,cazadero,210003.28021565426,660859.6133194593
728,06,13077,02408024,0613077,Chilcoot-Vinton,Chilcoot-Vinton CDP,chilcoot-vinton,19800.0,196800.0
729,06,14106,02407637,0614106,Clio,Clio CDP,clio,48400.0,289200.0
730,06,17050,02407679,0617050,Crescent Mills,Crescent Mills CDP,crescent mills,,
731,06,17267,02407682,0617267,C-Road,C-Road CDP,c-road,48400.0,289200.0
732,06,17288,02407684,0617288,Cromberg,Cromberg CDP,cromberg,27800.0,236000.0
733,06,18485,02408655,0618485,Delleker,Delleker CDP,delleker,19800.0,196800.0
734,06,21026,02408033,0621026,East Quincy,East Quincy CDP,east quincy,34200.0,250900.0
735,06,21138,02408038,0621138,East Shore,East Shore CDP,east shore,91300.0,373000.0
736,06,13157,02408027,0613157,China Lake Acres,China Lake Acres CDP,china lake acres,24800.0,185600.0
737,06,18926,02408660,0618926,Derby Acres,Derby Acres CDP,derby acres,,
738,06,20284,02408697,0620284,Dustin Acres,Dustin Acres CDP,dustin acres,,
739,06,21600,02408048,0621600,Edwards AFB,Edwards AFB CDP,edwards afb,,
740,06,13182,02408028,0613182,Chinese Camp,Chinese Camp CDP,chinese camp,26900.0,262500.0
741,06,14904,02407648,0614904,Columbia,Columbia CDP,columbia,,
742,06,21188,02408039,0621188,East Sonora,East Sonora CDP,east sonora,44000.0,289000.0
743,06,13560,02407624,0613560,Citrus,Citrus CDP,citrus,268792.103226312,555068.9474093352
744,06,13784,02582974,0613784,Clarksburg,Clarksburg CDP,clarksburg,336400.0,631600.0
745,06,13854,02582975,0613854,Clay,Clay CDP,clay,,
746,06,14148,02612477,0614148,Clipper Mills,Clipper Mills CDP,clipper mills,24300.0,192000.0
747,06,14442,02612478,0614442,Cohasset,Cohasset CDP,cohasset,85700.0,338800.0
748,06,14450,02628720,0614450,Cold Springs,Cold Springs CDP,cold springs,70937.10243059155,358763.4296857186
749,06,14454,02628721,0614454,Cold Springs,Cold Springs CDP,cold springs,44600.00000000001,307800.0
750,06,14554,02582979,0614554,College City,College City CDP,college city,46600.0,249500.0
751,06,16035,02407652,0616035,Concow,Concow CDP,concow,24300.0,192000.0
752,06,20270,02408696,0620270,Durham,Durham CDP,durham,90667.41264665745,339236.9541817874
753,06,16090,02409521,0616090,Contra Costa Centre,Contra Costa Centre CDP,contra costa centre,391682.17639216036,835377.4820001287
754,06,16580,02407666,0616580,Coto de Caza,Coto de Caza CDP,coto de caza,536417.6569464409,809011.9857518516
755,06,16630,02407668,0616630,Cottonwood,Cottonwood CDP,cottonwood,42534.735188339924,272685.7865795949
756,06,16714,02582985,0616714,Courtland,Courtland CDP,courtland,94300.0,354700.0
757,06,16728,02407675,0616728,Covelo,Covelo CDP,covelo,,
758,06,16762,02628723,0616762,Cowan,Cowan CDP,cowan,61099.99999999999,266200.0
759,06,17232,02628724,0617232,Creston,Creston CDP,creston,170700.0,495599.99999999994
760,06,17708,02408636,0617708,Cutler,Cutler CDP,cutler,46000.0,208400.0
761,06,20942,02408715,0620942,East Orosi,East Orosi CDP,east orosi,,
762,06,17995,02582990,0617995,Daphnedale Park,Daphnedale Park CDP,daphnedale park,,
763,06,18352,02408648,0618352,Del Aire,Del Aire CDP,del aire,478295.91313041485,802383.6296156407
764,06,18450,02585407,0618450,Delft Colony,Delft Colony CDP,delft colony,69500.0,251700.0
765,06,18464,02408654,0618464,Delhi,Delhi CDP,delhi,53600.0,252700.0
766,06,18674,02408651,0618674,Del Rey,Del Rey CDP,del rey,,
767,06,20928,02408041,0620928,Easton,Easton CDP,easton,,
768,06,18695,02408652,0618695,Del Rio,Del Rio CDP,del rio,123600.00000000001,391400.0
769,06,18856,02408657,0618856,Denair,Denair CDP,denair,92400.0,327100.0
770,06,20907,02408714,0620907,East Oakdale,East Oakdale CDP,east oakdale,106380.06756725004,351500.83914564695
771,06,22622,02408081,0622622,Empire,Empire CDP,empire,58900.00000000001,254600.0
772,06,18982,02582993,0618982,Desert Center,Desert Center CDP,desert center,26500.0,125900.0
773,06,18986,02582994,0618986,Desert Edge,Desert Edge CDP,desert edge,25700.000000000004,201700.0
774,06,19022,02629131,0619022,Desert Palms,Desert Palms CDP,desert palms,120073.49248171435,374008.7899643656
775,06,19024,02408665,0619024,Desert Shores,Desert Shores CDP,desert shores,,
776,06,19052,02408666,0619052,Desert View Highlands,Desert View Highlands CDP,desert view highlands,67120.2433246499,284771.21877682715
777,06,19150,02408668,0619150,Diablo,Diablo CDP,diablo,600058.8982434543,1055337.1284833534
778,06,19339,02408672,0619339,Discovery Bay,Discovery Bay CDP,discovery bay,170286.03664686944,503227.39288117597
779,06,21061,02408035,0621061,East Richmond Heights,East Richmond Heights CDP,east richmond heights,282656.88705518417,714055.7405111769
780,06,22454,02408062,0622454,El Sobrante,El Sobrante CDP,el sobrante,174382.5604936069,547786.93143701
781,06,19416,02582996,0619416,Dobbins,Dobbins CDP,dobbins,,
782,06,19654,02582998,0619654,Dos Palos Y,Dos Palos Y CDP,dos palos y,,
783,06,22286,02583007,0622286,El Nido,El Nido CDP,el nido,,
784,06,20032,02408692,0620032,Ducor,Ducor CDP,ducor,,
785,06,20424,02628727,0620424,Eagleville,Eagleville CDP,eagleville,,
786,06,20438,02408701,0620438,Earlimart,Earlimart CDP,earlimart,37900.0,201300.0
787,06,20900,02583004,0620900,East Nicolaus,East Nicolaus CDP,east nicolaus,54699.99999999999,274600.0
788,06,21012,02408032,0621012,East Porterville,East Porterville CDP,east porterville,41282.13298627403,196024.06519166462
789,06,21034,02408704,0621034,East Rancho Dominguez,East Rancho Dominguez CDP,east rancho dominguez,209428.69466576562,501066.46479492873
790,06,21210,02585408,0621210,East Tulare Villa,East Tulare Villa CDP,east tulare villa,60600.0,235300.0
791,06,21565,02583005,0621565,Edna,Edna CDP,edna,486600.0,911499.9999999999
792,06,21810,02408053,0621810,El Cerrito,El Cerrito CDP,el cerrito,143727.32331026232,394034.0996806679
793,06,22146,02408078,0622146,Elmira,Elmira CDP,elmira,119000.0,406900.0
794,06,22328,02583008,0622328,El Portal,El Portal CDP,el portal,,
795,06,22360,02585422,0622360,El Rancho,El Rancho CDP,el rancho,,
796,06,22370,02408061,0622370,El Rio,El Rio CDP,el rio,228396.2280175049,518469.8099854125
797,06,22457,02583009,0622457,El Sobrante,El Sobrante CDP,el sobrante,125492.36213448828,383977.4652922851
798,06,22846,02408089,0622846,Esparto,Esparto CDP,esparto,64300.0,292700.0
799,06,23000,02628813,0623000,Eucalyptus Hills,Eucalyptus Hills CDP,eucalyptus hills,139200.0,439200.0
800,06,23196,02628729,0623196,Fairhaven,Fairhaven CDP,fairhaven,,
801,06,23294,02408100,0623294,Fair Oaks,Fair Oaks CDP,fair oaks,130106.02849135765,394069.52171212406
802,06,23630,02408117,0623630,Farmington,Farmington CDP,farmington,95500.0,326500.0
803,06,23826,02408208,0623826,Felton,Felton CDP,felton,332527.5754478813,728324.1858415327
804,06,23973,02408209,0623973,Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente CDP,fetters hot springs-agua caliente,271207.7124034959,689844.9446679401
805,06,23980,02583012,0623980,Fiddletown,Fiddletown CDP,fiddletown,46700.0,303000.0
806,06,24218,02583013,0624218,Fish Camp,Fish Camp CDP,fish camp,,
807,06,24477,02408218,0624477,Florence-Graham,Florence-Graham CDP,florence-graham,195400.0,471799.99999999994
808,06,24568,02628732,0624568,Flournoy,Flournoy CDP,flournoy,,
809,06,24750,02612480,0624750,Forbestown,Forbestown CDP,forbestown,24300.0,192000.0
810,06,24834,02408229,0624834,Foresthill,Foresthill CDP,foresthill,48100.0,285600.0
811,06,24960,02408230,0624960,Forestville,Forestville CDP,forestville,141310.23851644684,568541.5414939914
812,06,25030,02583014,0625030,Fort Bidwell,Fort Bidwell CDP,fort bidwell,,
813,06,25086,02611432,0625086,Fort Dick,Fort Dick CDP,fort dick,,
814,06,25506,02583017,0625506,Franklin,Franklin CDP,franklin,108593.00701972118,377063.204931381
815,06,25576,02408259,0625576,Freedom,Freedom CDP,freedom,165254.1858384539,571144.6361102037
816,06,25590,02583018,0625590,Freeport,Freeport CDP,freeport,103853.25849085483,365484.2824037703
817,06,26056,02408262,0626056,French Gulch,French Gulch CDP,french gulch,,
818,06,26067,02583019,0626067,French Valley,French Valley CDP,french valley,83260.52113570289,324328.39844930853
819,06,27080,02408267,0627080,Fruitdale,Fruitdale CDP,fruitdale,640900.0,1082000.0
820,06,27190,02629762,0627190,Fuller Acres,Fuller Acres CDP,fuller acres,38900.0,218199.99999999997
821,06,28021,02408270,0628021,Furnace Creek,Furnace Creek CDP,furnace creek,,
822,06,28210,02583022,0628210,Garden Farms,Garden Farms CDP,garden farms,137500.0,476700.0
823,06,29070,02583023,0629070,Garey,Garey CDP,garey,153200.0,463900.0
824,06,29350,02408289,0629350,Georgetown,Georgetown CDP,georgetown,46628.99895932793,290277.03608707304
825,06,30410,02583026,0630410,Good Hope,Good Hope CDP,good hope,58154.22627507458,268007.44020232325
826,06,30420,02583027,0630420,Goodyears Bar,Goodyears Bar CDP,goodyears bar,,
827,06,30560,02408311,0630560,Graeagle,Graeagle CDP,graeagle,48400.0,289200.0
828,06,30686,02628734,0630686,Grangeville,Grangeville CDP,grangeville,46000.0,209700.0
829,06,30693,02408318,0630693,Granite Bay,Granite Bay CDP,granite bay,180585.86777501903,483995.89277224994
830,06,30703,02408320,0630703,Granite Hills,Granite Hills CDP,granite hills,193497.06348782414,502238.14091169555
831,06,30882,02408324,0630882,Grayson,Grayson CDP,grayson,68400.0,265300.0
832,06,30900,02583028,0630900,Greeley Hill,Greeley Hill CDP,greeley hill,,
833,06,31029,02408332,0631029,Greenhorn,Greenhorn CDP,greenhorn,27799.999999999996,236000.0
834,06,31302,02628736,0631302,Grizzly Flats,Grizzly Flats CDP,grizzly flats,,
835,06,31372,02628856,0631372,Groveland,Groveland CDP,groveland,28500.0,255400.00000000003
836,06,31540,02628737,0631540,Guinda,Guinda CDP,guinda,64299.99999999999,292700.0
837,06,31596,02408344,0631596,Hacienda Heights,Hacienda Heights CDP,hacienda heights,340593.4842535144,623085.8445053089
838,06,32030,02611423,0632030,Happy Camp,Happy Camp CDP,happy camp,,
839,06,32044,02408350,0632044,Harbison Canyon,Harbison Canyon CDP,harbison canyon,158848.69440674508,451196.93205825944
840,06,32156,02628738,0632156,Hardwick,Hardwick CDP,hardwick,59700.0,254500.00000000003
841,06,32324,02585423,0632324,Hartland,Hartland CDP,hartland,49800.0,255000.0
842,06,32340,02583031,0632340,Hartley,Hartley CDP,hartley,119185.22261160772,407669.70285268105
843,06,32385,02583032,0632385,Hasley Canyon,Hasley Canyon CDP,hasley canyon,194817.63046282282,472773.820367936
844,06,32408,02583033,0632408,Hat Creek,Hat Creek CDP,hat creek,30500.0,192600.0
845,06,33294,02583034,0633294,Herald,Herald CDP,herald,76024.82334732029,317908.0400913307
846,06,33336,02583035,0633336,Herlong,Herlong CDP,herlong,,
847,06,33504,02408380,0633504,Hickman,Hickman CDP,hickman,66500.0,275900.0
848,06,33532,02408381,0633532,Hidden Meadows,Hidden Meadows CDP,hidden meadows,155700.0,461200.0
849,06,33549,02408382,0633549,Hidden Valley Lake,Hidden Valley Lake CDP,hidden valley lake,,
850,06,33633,02408387,0633633,Highlands-Baywood Park,Highlands-Baywood Park CDP,highlands-baywood park,1092192.3687583206,1610654.7174799654
851,06,33861,02408391,0633861,Hilmar-Irwin,Hilmar-Irwin CDP,hilmar-irwin,73700.0,310000.0
852,06,33935,02611435,0633935,Hiouchi,Hiouchi CDP,hiouchi,,
853,06,34302,02408398,0634302,Home Gardens,Home Gardens CDP,home gardens,139808.81331225208,404868.3176807157
854,06,34392,02629366,0634392,Homestead Valley,Homestead Valley CDP,homestead valley,16400.0,164800.0
855,06,34405,02583036,0634405,Homewood Canyon,Homewood Canyon CDP,homewood canyon,,
856,06,34428,02612482,0634428,Honcut,Honcut CDP,honcut,,
857,06,34928,02408406,0634928,Humboldt Hill,Humboldt Hill CDP,humboldt hill,,
858,06,36098,02583038,0636098,Hyampom,Hyampom CDP,hyampom,,
859,06,36203,02408414,0636203,Idyllwild-Pine Cove,Idyllwild-Pine Cove CDP,idyllwild-pine cove,72507.5476746177,332957.1101545246
860,06,36350,02408418,0636350,Independence,Independence CDP,independence,,
861,06,36613,02408427,0636613,Interlaken,Interlaken CDP,interlaken,202891.13550255809,554063.5893906998
862,06,36616,02408428,0636616,Inverness,Inverness CDP,inverness,,
863,06,36868,02408433,0636868,Isla Vista,Isla Vista CDP,isla vista,451071.0288891562,1021513.758091274
864,06,37022,02583040,0637022,Jacumba,Jacumba CDP,jacumba,,
865,06,37106,02408437,0637106,Jamestown,Jamestown CDP,jamestown,40700.00000000001,289500.0
866,06,37120,02408438,0637120,Jamul,Jamul CDP,jamul,156119.34351165636,465384.4499025162
867,06,37134,02611437,0637134,Janesville,Janesville CDP,janesville,,
868,06,37484,02583042,0637484,Johnstonville,Johnstonville CDP,johnstonville,16900.0,174200.0
869,06,37554,02408454,0637554,Joshua Tree,Joshua Tree CDP,joshua tree,17848.644173173056,186896.88162734458
870,06,37582,02408455,0637582,Julian,Julian CDP,julian,74100.0,353700.0
871,06,37596,02583043,0637596,Junction City,Junction City CDP,junction city,,
872,06,37624,02583044,0637624,June Lake,June Lake CDP,june lake,,
873,06,38044,02408468,0638044,Kelseyville,Kelseyville CDP,kelseyville,,
874,06,38076,02585427,0638076,Kennedy Meadows,Kennedy Meadows CDP,kennedy meadows,34900.0,209600.0
875,06,38114,02408473,0638114,Kentfield,Kentfield CDP,kentfield,989976.1781939885,1690503.2470470758
876,06,38352,02583046,0638352,Keswick,Keswick CDP,keswick,,
877,06,38548,02408481,0638548,Kings Beach,Kings Beach CDP,kings beach,,
878,06,38646,02408489,0638646,Kirkwood,Kirkwood CDP,kirkwood,55800.0,312200.0
879,06,38702,02408492,0638702,Klamath,Klamath CDP,klamath,,
880,06,38800,02583047,0638800,Knights Landing,Knights Landing CDP,knights landing,58100.0,269400.0
881,06,39094,02628745,0639094,Ladera,Ladera CDP,ladera,1615900.0,2029700.0
882,06,39114,02583048,0639114,Ladera Ranch,Ladera Ranch CDP,ladera ranch,573779.5716092243,835945.3822598688
883,06,39283,02408528,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,lagunitas-forest knolls,279100.0,839600.0
884,06,39318,02628746,0639318,La Honda,La Honda CDP,la honda,,
885,06,39444,02408532,0639444,Lake Arrowhead,Lake Arrowhead CDP,lake arrowhead,98785.50261596688,373572.7729731901
886,06,39460,02628747,0639460,Lake California,Lake California CDP,lake california,25100.0,226600.0
887,06,39472,02583049,0639472,Lake City,Lake City CDP,lake city,,
888,06,39514,02408556,0639514,Lakehead,Lakehead CDP,lakehead,43900.0,272200.0
889,06,39556,02583050,0639556,Lake Hughes,Lake Hughes CDP,lake hughes,161700.0,418100.0
890,06,39598,02408560,0639598,Lakeland Village,Lakeland Village CDP,lakeland village,76610.42394755047,308471.1699203736
